abstract_text,label,title,keywords
"Recent studies have shown that M. elongata (M. elongata) isolated from Populus ﬁeld sites has a dual endophyte–saprotroph lifestyle and is able to promote the growth of Populus. However, little is known about the host ﬁdelity of M. elongata and whether M. elongata strains diﬀer from one another in their ability to promote plant growth. Here, we compared the impacts of three Populus-associated M. elongata isolates (PMI 77, PMI 93, and PMI 624) on the growth of seven diﬀerent crop species by measuring plant height, plant dry biomass, and leaf area. M. elongata isolates PMI 624 and PMI 93 increased the plant height, leaf area, and plant dry weight of Citrullus lanatus, Zea mays, Solanum lycopersicum, and Cucurbita to a much greater degree than PMI 77 (33.9\% to 14.1\%). No signiﬁcant impacts were observed for any isolate on the growth of Abelmoschus esculentus or Glycine max. On the contrary, Glycine max signiﬁcantly decreased in height by 30.6\% after the inoculation of M. elongata PMI 77. In conclusion, this study demonstrates that M. elongata generally promoted metrics of the plant performance among a diverse set of importantly non-leguminous crop species. Future research on understanding the molecular mechanisms that underlie strain and host variability is warranted.",1,Mortierella elongata {Increases} {Plant} {Biomass} among {Non}-{Leguminous} {Crop} {Species},
"Up till now various plant–fungal interactions have been extensively studied in the form of mycorrhizal, parasitic or endophytic lifestyles. Many of those interactions are beneficial to the host plants and a few are detrimental. Several investigations have pointed towards the interconversion of one fungal lifestyle into another while interact the plant system meaning endophyte may become parasite or vice versa. In such case, it is necessary to realize whether these different lifestyles are interconnected at some points either by physiological, biochemical or molecular routes and to identify the factors that trigger the change in fungal lifestyle, which is entirely different than earlier one and affects the host plant significantly. This review highlights the possible mechanisms of switching among the lifestyles of fungi based on recent findings and discusses the factors affecting plant fungal interactions. It also underlines the need for studying this important facet of plant–fungal interactions in depth which may in future help to fetch more advantages and to avoid the severe consequences in agriculture and other related fields.",1,Plant–fungal interactions: {What} triggers the fungi to switch among lifestyles?,
"Symbioses between cool season grasses and fungi of the family Clavicipitaceae are an integral component of both natural and agricultural ecosystems. An excellent experimental model is the association between the biotrophic fungus Epichloë festucae and Lolium perenne (perennial ryegrass). The fungal partner produces a suite of secondary metabolites that protect the host from various biotic and abiotic stresses. The plant host provides a source of nutrients and a mechanism of dissemination via seed transmission. Crucial mechanisms that maintain a stable mutualistic association include signaling through the stress activated MAP kinase pathway and production of reactive oxygen species by the fungal NADPH oxidase (Nox) complex. Disruption of components of the Nox complex (NoxA, NoxR and RacA), or the stress-activated MAP kinase (SakA), leads to a breakdown in this ﬁnely balanced association, resulting in pathogenic infection instead of mutualism. Hosts infected with fungi lacking a functional Nox complex, or the stress-activated MAP kinase, display a stunted phenotype and undergo premature senescence, while the fungus switches from restricted to proliferative growth. To gain insight into the mechanisms that underlie these physiological changes, high throughput mRNA sequencing has been used to analyze the transcriptomes of both host and symbiont in wild-type and a mutant association. In the sakA mutant association, a dramatic upregulation of fungal hydrolases and transporters was observed, changes consistent with a switch from restricted symbiotic to proliferative pathogenic growth. Analysis of the plant transcriptome revealed dramatic changes in expression of host genes involved in pathogen defense, transposon activation and hormone biosynthesis and response. This review highlights how ﬁnely tuned grass-endophyte associations are, and how interfering with the signaling pathways involved in maintenance of these associations can trigger a change from mutualistic to pathogenic interaction.",1,What triggers grass endophytes to switch from mutualism to pathogenism?,
"Endophytes typically coexist with plants in symbiosis and transition into the saprobic system as plant tissues senesce, participating in the decomposition process of litter. However, the dynamic changes of endophytic communities during this process and their role in litter decomposition remain unclear. This study tracked the microbial composition across the transition from live leaves to litter in Cinnamomum camphora (L.) Presl (C. camphora) , evaluating the contribution of endophytes to litter decomposition by examining microbial diversity, community assembly, and co-occurrence networks along the endophyte-to-saprotroph spectrum. The results revealed increasing bacterial diversity but stable fungal diversity, and the diversity of endogenous microbes is mirrored this in the saprophytic phase. Bacterial community assembly was characterized by deterministic processes during the symbiotic phase, shifted to stochastic processes during the saprophytic phase. In contrast, fungal community assembly was predominantly driven by stochastic processes throughout the continuum. Out of the 49 keystone taxa identified, only Pseudorhodoplanes sinuspersici demonstrated a significant positive correlation with community assembly. All identified bacterial keystone taxa during the saprophytic phase originated from endophytic sources, and around 80\% of the fungal keystone taxa in the initial stages of decomposition were similarly endophytic in origin. Additionally, 60\% of the dominant bacterial taxa and 28\% of the dominant fungal taxa at the commencement of decomposition were of endophytic descent. This suggests that endogenous microbes possess the potential to evolve into both keystone and dominant taxa during the saprophytic phase. Endogenous keystone and dominant microbes both exhibited significant correlations with microbial network, indicating their substantial ecological presence in microbial community. Both endogenous keystone and dominant taxa exerted significant potential influences on litter decomposition. Overall, during the saprophytic phase, endophytes are likely to influence the assemblage of microbial communities, the network structure, and decomposition-related functions. Specifically, it appears that bacterial endophytes may possess a greater adaptability to the decomposition processes of leaf litter compared to their fungal counterparts.",1,Tracing microbial community across endophyte-to-saprotroph continuum of {Cinnamomum} camphora ({L}.) {Presl} leaves considering priority effect of endophyte on litter decomposition,
"Tricholoma matsutake is an economically important ectomycorrhizal fungus of coniferous woodlands. Mycologists suspect that this fungus is also capable of saprotrophic feeding. In order to evaluate this hypothesis, enzyme and chemical assays were performed in the field and laboratory. From a natural population of T. matsutake in southern Finland, samples of soil–mycelium aggregate (shiro) were taken from sites of sporocarp formation and nearby control (PCR-negative) spots. Soil organic carbon and activity rates of hemicellulolytic enzymes were measured. The productivity of T. matsutake was related to the amount of utilizable organic carbon in the shiro, where the activity of xylosidase was significantly higher than in the control sample. In the laboratory, sterile pieces of bark from the roots of Scots pine were inoculated with T. matsutake and the activity rates of two hemicellulolytic enzymes (xylosidase and glucuronidase) were assayed. Furthermore, a liquid culture system showed how T. matsutake can utilize hemicellulose as its sole carbon source. Results linked and quantified the general relationship between enzymes secreted by T. matsutake and the degradation of hemicellulose. Our findings suggest that T. matsutake lives mainly as an ectomycorrhizal symbiont but can also feed as a saprotroph. A flexible trophic ecology confers T. matsutake with a clear advantage in a heterogeneous environment and during sporocarp formation.",1,The ectomycorrhizal fungus {Tricholoma} matsutake is a facultative saprotroph in vitro,
"Host jumps by microbial symbionts are often associated with bursts of species diversification driven by the exploitation of new adaptive zones. The objective of this study was to infer the evolution of habitat preference (decaying plants, soil, living fungi, and living plants), and nutrition mode (saprotrophy and mycoparasitism) in the fungal genus Trichoderma to elucidate possible interkingdom host jumps and shifts in ecology. Host and ecological role shifts were inferred by phylogenetic analyses and ancestral character reconstructions. The results support several interkingdom host jumps and also show that the preference for a particular habitat was gained or lost multiple times. Diversification analysis revealed that mycoparasitism is associated with accelerated speciation rates, which then suggests that this trait may be linked to the high number of species in Trichoderma. In this study it was also possible to infer the cryptic roles that endophytes or soil inhabitants play in their hosts by evaluating their closest relatives and determining their most recent ancestors. Findings from this study may have implications for understanding certain evolutionary processes such as species radiations in some hyperdiverse groups of fungi, and for more applied fields such as the discovery and development of novel biological control strategies.",1,{EVOLUTION} {OF} {HABITAT} {PREFERENCE} {AND} {NUTRITION} {MODE} {IN} {A} {COSMOPOLITAN} {FUNGAL} {GENUS} {WITH} {EVIDENCE} {OF} {INTERKINGDOM} {HOST} {JUMPS} {AND} {MAJOR} {SHIFTS} {IN} {ECOLOGY}: {TRICHODERMA} {EVOLUTION},
"Premise of the Study The Hymenochaetales are dominated by lignicolous saprotrophic fungi involved in wood decay. However, the group also includes bryophilous and terricolous taxa, but their modes of nutrition are not clear. Here, we investigate patterns of carbon and nitrogen utilization in numerous non‐lignicolous Hymenochaetales and provide a phylogenetic context in which these non‐canonical ecological guilds arose. Methods We combined stable isotope analyses of δ 13 C and δ 15 N and phylogenetic analyses to explore assignment and evolution of nutritional modes. Clustering procedures and statistical tests were performed to assign trophic modes to Hymenochaetales and test for differences between varying ecologies. Genomes of Hymenochaetales were mined for presence of enzymes involved in plant cell wall and lignin degradation and sucrolytic activity. Key Results Three different trophic clusters were detected – biotrophic, saprotrophic, and a second biotrophic cluster including many bryophilous Hymenochaetales and mosses. Non‐lignicolous Hymenochaetales are generally biotrophic. All lignicolous Hymenochaetales clustered as saprotrophic and most terricolous Hymenochaetales clustered as ectomycorrhizal. Overall, at least 15 species of Hymenochaetales are inferred as biotrophic. Bryophilous species of Rickenella can degrade plant cell walls and lignin, and cleave sucrose to glucose consistent with a parasitic or endophytic life style. Conclusions Most non‐lignicolous Hymenochaetales are biotrophic. Stable isotope values of many bryophilous Hymenochaetales cluster as ectomycorrhizal or in a biotrophic cluster indicative of parasitism or an endophytic life style. Overall, trophic mode diversity in the Hymenochaetales is greater than anticipated, and non‐lignicolous ecological traits and biotrophic modes of nutrition are evolutionarily derived features.",1,Stable isotope analyses reveal previously unknown trophic mode diversity in the {Hymenochaetales},
"• Lichenization is one of the most important fungal lifestyles and lichen fungi are assumed to form obligate symbioses with their photobionts. Here we test if lichenized and non-lichenized samples in three cases of closely related lichenized Conotrema and saprotrophic Stictis (Stictidaceae, Ostropales, Ascomycota) in northern Scandinavia, form distinct monophyletic groups (= species). • We applied phylogenetic species recognition, by analysing fungal DNA sequence data from four independent genomic markers. • Separate parsimony and parsimony jack-knifing analyses of three independent genes are congruent and result in intermixed groups of lichenized and saprotrophic specimens. The sequence variation in an intron also supports this. Our results suggest that all three cases represent independent fungal phylogenetic species, which can undergo their whole sexual lifecycle either as lichens or as saprotrophs. • The use of different nutritional modes – optional lichenization – allows separate individuals to exploit different niches during the forest succession. We suggest that this environmental plasticity may be common in the Stictidaceae, and propose that it is an overlooked strategy in fungi adapted to unpredictable successional ecosystems.",1,Saprotrophy and lichenization as options for the same fungal species on different substrata: environmental plasticity and fungal lifestyles in the {Stictis–{Conotrema}} complex,
"Fungi play crucial roles in the biogeochemistry of terrestrial ecosystems, most notably as saprophytes decomposing organic matter and as mycorrhizal fungi enhancing plant nutrient uptake. However, a recurrent problem in fungal ecology is to establish the trophic status of species in the field. Our interpretations and conclusions are too often based on extrapolations from laboratory microcosm experiments or on anecdotal field evidence. Here, we used natural variations in stable carbon isotope ratios (δ 13 C) as an approach to distinguish between fungal decomposers and symbiotic mycorrhizal fungal species in the rich sporocarp flora (our sample contains 135 species) of temperate forests. We also demonstrated that host-specific mycorrhizal fungi that receive C from overstorey or understorey tree species differ in their δ 13 C. The many promiscuous mycorrhizal fungi, associated with and connecting several tree hosts, were calculated to receive 57–100\% of their C from overstorey trees. Thus, overstorey trees also support, partly or wholly, the nutrient-absorbing mycelia of their alleged competitors, the understorey trees.",1,Natural$^{\textrm{13}}$ {C} abundance reveals trophic status of fungi and host-origin of carbon in mycorrhizal fungi in mixed forests,
"Summary Some soil fungi in the Leotiomycetes form ericoid mycorrhizal ( ERM ) symbioses with Ericaceae. In the harsh habitats in which they occur, ERM plant survival relies on nutrient mobilization from soil organic matter ( SOM ) by their fungal partners. The characterization of the fungal genetic machinery underpinning both the symbiotic lifestyle and SOM degradation is needed to understand ERM symbiosis functioning and evolution, and its impact on soil carbon (C) turnover. We sequenced the genomes of the ERM fungi Meliniomyces bicolor , M. variabilis , Oidiodendron maius and Rhizoscyphus ericae , and compared their gene repertoires with those of fungi with different lifestyles (ecto‐ and orchid mycorrhiza, endophytes, saprotrophs, pathogens). We also identified fungal transcripts induced in symbiosis. The ERM fungal gene contents for polysaccharide‐degrading enzymes, lipases, proteases and enzymes involved in secondary metabolism are closer to those of saprotrophs and pathogens than to those of ectomycorrhizal symbionts. The fungal genes most highly upregulated in symbiosis are those coding for fungal and plant cell wall‐degrading enzymes ( CWDE s), lipases, proteases, transporters and mycorrhiza‐induced small secreted proteins (Mi SSP s). The ERM fungal gene repertoire reveals a capacity for a dual saprotrophic and biotrophic lifestyle. This may reflect an incomplete transition from saprotrophy to the mycorrhizal habit, or a versatile life strategy similar to fungal endophytes. , See also the Commentary on this article by Selosse et al. , 217 : 968–972 .",1,Comparative genomics and transcriptomics depict ericoid mycorrhizal fungi as versatile saprotrophs and plant mutualists,
"Recent sequencing projects have provided deep insight into fungal lifestyle-associated genomic adaptations. Here we report on the 25 Mb genome of the mutualistic root symbiont Piriformospora indica (Sebacinales, Basidiomycota) and provide a global characterization of fungal transcriptional responses associated with the colonization of living and dead barley roots. Extensive comparative analysis of the P. indica genome with other Basidiomycota and Ascomycota fungi that have diverse lifestyle strategies identified features typically associated with both, biotrophism and saprotrophism. The tightly controlled expression of the lifestyle-associated gene sets during the onset of the symbiosis, revealed by microarray analysis, argues for a biphasic root colonization strategy of P. indica. This is supported by a cytological study that shows an early biotrophic growth followed by a cell death-associated phase. About 10\% of the fungal genes induced during the biotrophic colonization encoded putative small secreted proteins (SSP), including several lectin-like proteins and members of a P. indica-specific gene family (DELD) with a conserved novel seven-amino acids motif at the C-terminus. Similar to effectors found in other filamentous organisms, the occurrence of the DELDs correlated with the presence of transposable elements in gene-poor repeat-rich regions of the genome. This is the first in depth genomic study describing a mutualistic symbiont with a biphasic lifestyle. Our findings provide a significant advance in understanding development of biotrophic plant symbionts and suggest a series of incremental shifts along the continuum from saprotrophy towards biotrophy in the evolution of mycorrhizal association from decomposer fungi.",1,Endophytic {Life} {Strategies} {Decoded} by {Genome} and {Transcriptome} {Analyses} of the {Mutualistic} {Root} {Symbiont} {Piriformospora} indica,
"Summary Ectomycorrhizal ( ECM ) symbioses have evolved a minimum of 78 times independently from saprotrophic lineages, indicating the potential for functional overlap between ECM and saprotrophic fungi. ECM fungi have the capacity to decompose organic matter, and although there is increasing evidence that some saprotrophic fungi exhibit the capacity to enter into facultative biotrophic relationships with plant roots without causing disease symptoms, this subject is still not well studied. In order to determine the extent of biotrophic capacity in saprotrophic wood‐decay fungi and which systems may be useful models, we investigated the colonization of conifer seedling roots in vitro using an array of 201 basidiomycete wood‐decay fungi. Microtome sectioning, differential staining and fluorescence microscopy were used to visualize patterns of root colonization in microcosm systems containing Picea abies or Pinus sylvestris seedlings and each saprotrophic fungus. Thirty‐four (16.9\%) of the tested fungal species colonized the roots of at least one tree species. Two fungal species showed formation of a mantle and one showed Hartig net‐like structures. These features suggest the possibility of an active functional symbiosis between fungus and plant. The data indicate that the capacity for facultative biotrophic relationships in free‐living saprotrophic basidiomycetes may be greater than previously supposed. , See also the Commentary on this article by Baldrian \& Kohout, 215 : 511–513 .",1,Growing evidence for facultative biotrophy in saprotrophic fungi: data from microcosm tests with 201 species of wood‐decay basidiomycetes,
"Saprophytic, ectomycorrhizal (ECM) and pathogenic fungi play a key role in carbon and nutrient cycling in forest ecosystems. Whereas more than 50 genomes of saprotrophic and pathogenic fungi have been published, only two genomes of ECM fungi, Laccaria bicolor and Tuber melanosporum, have been released. Comparative analysis of the genomes of biotrophic species highlighted convergent evolution. Mutualistic and pathogenic biotrophic fungi share expansion of genome size through transposon proliferation and common strategies to avoid plant detection. Differences mainly rely on nutritional strategies. Such analyses also pinpointed how blurred the molecular boundaries are between saprotrophism, symbiosis and pathogenesis. Sequencing of additional ECM species, as well as soil saprotrophic fungi, will facilitate the identification of conserved traits for ECM symbiosis and those leading to the transition from white-rotting and brown-rotting to the ECM lifestyle.",1,Mutualistic interactions on a knife-edge between saprotrophy and pathogenesis,
"Fungal endophytes and saprotrophs generally play an important ecological role within plant tissues and dead plant material. Several reports based solely on morphological observations have postulated that there is an intimate link between endophytes and saprotrophs. This study aims to provide valuable insight as to whether some endophytic fungi manifest themselves as saprotrophs upon host decay. Ribosomal DNA-based sequence comparison and phylogenetic relationships from 99 fungal isolates (endophytes, mycelia sterilia, and saprotrophs) recovered from leaves and twigs of Magnolia liliifera were investigated in this study. Molecular data suggest there are fungal taxa that possibly exist as endophytes and saprotrophs. Isolates of Colletotrichum, Fusarium, Guignardia, and Phomopsis, which are common plant endophytes, have high sequence similarity and are phylogenetically related to their saprotrophic counterparts. This provides evidence to suggest that some endophytic species change their ecological strategies and adopt a saprotrophic lifestyle. The implication of these findings on fungal biodiversity and host specificity is also discussed.",1,A {Phylogenetic} {Evaluation} of {Whether} {Endophytes} {Become} {Saprotrophs} at {Host} {Senescence},
"Summary Nonphotosynthetic mycorrhizal plants have long attracted the curiosity of botanists and mycologists, and they have been a target for unabated controversy and speculation. In fact, these puzzling plants dominated the very beginnings of the field of mycorrhizal biology. However, only recently has the mycorrhizal biology of this diverse group of plants begun to be systematically unravelled, largely following a landmark Tansley review a decade ago and crucial developments in the field of molecular ecology. Here I explore our knowledge of these evolutionarily and ecologically diverse plant–fungal symbioses, highlighting areas where there has been significant progress. The focus is on what is arguably the best understood example, the monotropoid mycorrhizal symbiosis, and the overarching goal is to lay out the questions that remain to be answered about the biology of myco‐heterotrophy and epiparasitism. Contents Summary 335 I. Introduction 335 II. Monotropa : over 180 years of controversy 337 III. Do all epiparasites evolve from photosynthetic mycorrhizal ancestors? 339 IV. What is unique about the monotrope radiation? 342 V. Potential sources of exceptional myco‐heterotrophy 344 VI. What form of carbon moves from fungus to plant? 344 VII. Mycorrhizas vs reproduction? 345 VIII. What fungal signal triggers symbiotic seed germination? 346 IX. Conclusions 348 Acknowledgements 348 References 348",1,The evolutionary ecology of myco‐heterotrophy,
"What traits make plant rooting strategies adaptive for shallow or deep soils in water-limited environments? One is tempted to answer that effective shallow root systems should be best for shallow soils, while deep rooting would be best for deep soils. This is not what was found in a recent study by Poot \& Lambers (this issue; pp. 371–381), who compared root developments and root system morphologies of two rare Hakea species (Proteaceae), which were endemic to shallow soils over ironstone, with four Hakea species commonly found on deeper soils in the same region of southwestern Australia. The shallow-soil endemics invested more in deep roots, less in cluster roots and showed considerably more lateral spread of their root systems at depth than their congeners from deep soils.",1,Ectomycorrhizal fungi and the biotrophy–saprotrophy continuum,
"Demonstrating different types of biotrophy fungi are outstanding within eukaryotes. All types of symbioses sensu deBary [1] (parasitism, mutualism, amensalism, commensalism, neutralism, antagonism) and all possible transient forms of these are represented by them. Furtherly the word „symbiosis” will be used, as commonly, in the strict concept as mutualistic symbiosis.",1,{FUNGAL} {SYMBIOSES},
"This review examines the symbiotic, evolutionary, proteomic and genetic basis for a group of fungi that occupy a specialized niche as insect pathogens as well as endophytes. We focus primarily on species in the genera Metarhizium and Beauveria, traditionally recognized as insect pathogenic fungi but are also found as plant symbionts. Phylogenetic evidence suggests that these fungi are more closely related to grass endophytes and diverged from that lineage ca. 100 MYA. We explore how the dual life cycles of these fungi as insect pathogens and endophytes are coupled. We discuss the evolution of insect pathogenesis while maintaining an endophytic lifestyle and provide examples of genes that may be involved in the transition toward insect pathogenicity. That is, some genes for insect pathogenesis may have been co-opted from genes involved in endophytic colonization. Other genes may be multifunctional and serve in both lifestyle capacities. We suggest that their evolution as insect pathogens allowed them to effectively barter a specialized nitrogen source (i.e. insects) with host plants for photosynthate. These ubiquitous fungi may play an important role as plant growth promoters and have a potential reservoir of secondary metabolites.",1,Fungi with multifunctional lifestyles: endophytic insect pathogenic fungi,
