abstract_text,true_label,predicted_label,probability_class_0,probability_class_1,fold,model,is_misclassified,n_models_misclassified
"Microbial symbionts inhabit tissues of all plants and animals. Their community composition depends largely on two ecological processes: (1) filtering by abiotic conditions and host species determining the environments that symbionts are able to colonize and (2) dispersal-limitation determining the pool of symbionts available to colonize a given host and community spatial structure. In plants, the above- and belowground tissues represent such distinct habitats for symbionts that we expect different effects of filtering and spatial structuring on their symbiont communities. In this study, we characterized above- and belowground communities of fungal endophytes—fungi living asymptomatically within plants—to understand the contributions of filtering and spatial structure to endophyte community composition. We used a culture-based approach to characterize endophytes growing in leaves and roots of three species of coastal beachgrasses in dunes of the USA Pacific Northwest. For leaves, endophyte isolation frequency and OTU richness depended primarily on plant host species. In comparison, for roots, both isolation frequency and OTU richness increased from the nutrient-poor front of the dune to the higher-nutrient backdune. Endophyte community composition in leaves exhibited a distance-decay relationship across the region. In a laboratory assay, faster growth rates and lower spore production were more often associated with leaf- than root-inhabiting endophytes. Overall, our results reveal a greater importance of biotic filtering by host species and dispersal-limitation over regional geographic distances for aboveground leaf endophyte communities and stronger effects of abiotic environmental filtering and locally patchy distributions for belowground root endophyte communities.",0,1,0.42356371879577637,0.5764362215995789,0,biobert,True,4
"Microbial symbionts inhabit tissues of all plants and animals. Their community composition depends largely on two ecological processes: (1) filtering by abiotic conditions and host species determining the environments that symbionts are able to colonize and (2) dispersal-limitation determining the pool of symbionts available to colonize a given host and community spatial structure. In plants, the above- and belowground tissues represent such distinct habitats for symbionts that we expect different effects of filtering and spatial structuring on their symbiont communities. In this study, we characterized above- and belowground communities of fungal endophytes—fungi living asymptomatically within plants—to understand the contributions of filtering and spatial structure to endophyte community composition. We used a culture-based approach to characterize endophytes growing in leaves and roots of three species of coastal beachgrasses in dunes of the USA Pacific Northwest. For leaves, endophyte isolation frequency and OTU richness depended primarily on plant host species. In comparison, for roots, both isolation frequency and OTU richness increased from the nutrient-poor front of the dune to the higher-nutrient backdune. Endophyte community composition in leaves exhibited a distance-decay relationship across the region. In a laboratory assay, faster growth rates and lower spore production were more often associated with leaf- than root-inhabiting endophytes. Overall, our results reveal a greater importance of biotic filtering by host species and dispersal-limitation over regional geographic distances for aboveground leaf endophyte communities and stronger effects of abiotic environmental filtering and locally patchy distributions for belowground root endophyte communities.",0,1,0.1745535284280777,0.8254464864730835,0,biodivbert,True,4
"Abstract Microorganisms play a crucial role in the biological decomposition of plant litter in terrestrial ecosystems. Due to the permanently changing litter quality during decomposition, studies of both fungi and bacteria at a fine taxonomic resolution are required during the whole process. Here we investigated microbial community succession in decomposing leaf litter of temperate beech forest using pyrotag sequencing of the bacterial 16S and the fungal internal transcribed spacer ( ITS ) rRNA genes. Our results reveal that both communities underwent rapid changes. Proteobacteria, Actinobacteria and Bacteroidetes dominated over the entire study period, but their taxonomic composition and abundances changed markedly among sampling dates. The fungal community also changed dynamically as decomposition progressed, with ascomycete fungi being increasingly replaced by basidiomycetes. We found a consistent and highly significant correlation between bacterial richness and fungal richness ( R = 0.76, P {<} 0.001) and community structure ( R M antel = 0.85, P {<} 0.001), providing evidence of coupled dynamics in the fungal and bacterial communities. A network analysis highlighted nonrandom co‐occurrences among bacterial and fungal taxa as well as a shift in the cross‐kingdom co‐occurrence pattern of their communities from the early to the later stages of decomposition. During this process, macronutrients, micronutrients, C:N ratio and pH were significantly correlated with the fungal and bacterial communities, while bacterial richness positively correlated with three hydrolytic enzymes important for C, N and P acquisition. Overall, we provide evidence that the complex litter decay is the result of a dynamic cross‐kingdom functional succession.",0,1,0.060689229518175125,0.9393107891082764,4,bert-base-cased,True,3
"Abstract Microorganisms play a crucial role in the biological decomposition of plant litter in terrestrial ecosystems. Due to the permanently changing litter quality during decomposition, studies of both fungi and bacteria at a fine taxonomic resolution are required during the whole process. Here we investigated microbial community succession in decomposing leaf litter of temperate beech forest using pyrotag sequencing of the bacterial 16S and the fungal internal transcribed spacer ( ITS ) rRNA genes. Our results reveal that both communities underwent rapid changes. Proteobacteria, Actinobacteria and Bacteroidetes dominated over the entire study period, but their taxonomic composition and abundances changed markedly among sampling dates. The fungal community also changed dynamically as decomposition progressed, with ascomycete fungi being increasingly replaced by basidiomycetes. We found a consistent and highly significant correlation between bacterial richness and fungal richness ( R = 0.76, P {<} 0.001) and community structure ( R M antel = 0.85, P {<} 0.001), providing evidence of coupled dynamics in the fungal and bacterial communities. A network analysis highlighted nonrandom co‐occurrences among bacterial and fungal taxa as well as a shift in the cross‐kingdom co‐occurrence pattern of their communities from the early to the later stages of decomposition. During this process, macronutrients, micronutrients, C:N ratio and pH were significantly correlated with the fungal and bacterial communities, while bacterial richness positively correlated with three hydrolytic enzymes important for C, N and P acquisition. Overall, we provide evidence that the complex litter decay is the result of a dynamic cross‐kingdom functional succession.",0,1,0.07610242813825607,0.9238975048065186,4,biobert,True,3
"Abstract Microorganisms play a crucial role in the biological decomposition of plant litter in terrestrial ecosystems. Due to the permanently changing litter quality during decomposition, studies of both fungi and bacteria at a fine taxonomic resolution are required during the whole process. Here we investigated microbial community succession in decomposing leaf litter of temperate beech forest using pyrotag sequencing of the bacterial 16S and the fungal internal transcribed spacer ( ITS ) rRNA genes. Our results reveal that both communities underwent rapid changes. Proteobacteria, Actinobacteria and Bacteroidetes dominated over the entire study period, but their taxonomic composition and abundances changed markedly among sampling dates. The fungal community also changed dynamically as decomposition progressed, with ascomycete fungi being increasingly replaced by basidiomycetes. We found a consistent and highly significant correlation between bacterial richness and fungal richness ( R = 0.76, P {<} 0.001) and community structure ( R M antel = 0.85, P {<} 0.001), providing evidence of coupled dynamics in the fungal and bacterial communities. A network analysis highlighted nonrandom co‐occurrences among bacterial and fungal taxa as well as a shift in the cross‐kingdom co‐occurrence pattern of their communities from the early to the later stages of decomposition. During this process, macronutrients, micronutrients, C:N ratio and pH were significantly correlated with the fungal and bacterial communities, while bacterial richness positively correlated with three hydrolytic enzymes important for C, N and P acquisition. Overall, we provide evidence that the complex litter decay is the result of a dynamic cross‐kingdom functional succession.",0,1,0.4584551155567169,0.5415449142456055,4,biodivbert,True,3
"Most Boletaceae form ectomycorrhizas but species in two sister groups (subfamily Chalciporoideae and the genus Pseudoboletus) have unclear trophic modes and are putatively mycoparasitic. Chalciporoideae is the earliest diverging lineage in Boletaceae and includes Chalciporus and Buchwaldoboletus. Buchwaldoboletus species fruit on wood and were thought to be saprobes, but the type species Buchwaldoboletus lignicola is mycoparasitic on the wood decay fungus Phaeolus schweinitzii. However, the nutritional mode and host range of B. lignicola and other Buchwaldoboletus remain unclear. We obtained fresh collections and axenic cultures of B. lignicola, B. hemichrysus and B. sphaerocephalus from the southeastern USA. We use cultures to examine the phylogenetic relationships among taxa in Chalciporoideae, elucidate the trophic mode of Buchwaldoboletus species and test the effect that Buchwaldoboletus species have on wood decay. Our analysis supports the hypothesis that the Chalciporus lineage is sister to all other Boletaceae but suggests that Buchwaldoboletus is not monophyletic. Confrontation experiments on agar suggest that Buchwaldoboletus species might parasitize a wide range of decay fungi. Buchwaldoboletus hemichrysus and B. sphaerocephalus produce abundant conidia in culture whereas the more distantly related B. lignicola produces sclerotia. Wood decay assays show that Buchwaldoboletus species did not have a significant effect on the decay caused by wood decay fungi. Interestingly, when B. lignicola or B. hemichrysus were inoculated alone on wood both species decayed wood, producing a brown rot that can cause 35–65\% mass loss over 6 months. Our results suggest that Buchwaldoboletus species have a dual trophic mode as saprobes and mycoparasites.",1,0,0.5854591131210327,0.4145409166812897,3,bert-base-uncased,True,3
"Most Boletaceae form ectomycorrhizas but species in two sister groups (subfamily Chalciporoideae and the genus Pseudoboletus) have unclear trophic modes and are putatively mycoparasitic. Chalciporoideae is the earliest diverging lineage in Boletaceae and includes Chalciporus and Buchwaldoboletus. Buchwaldoboletus species fruit on wood and were thought to be saprobes, but the type species Buchwaldoboletus lignicola is mycoparasitic on the wood decay fungus Phaeolus schweinitzii. However, the nutritional mode and host range of B. lignicola and other Buchwaldoboletus remain unclear. We obtained fresh collections and axenic cultures of B. lignicola, B. hemichrysus and B. sphaerocephalus from the southeastern USA. We use cultures to examine the phylogenetic relationships among taxa in Chalciporoideae, elucidate the trophic mode of Buchwaldoboletus species and test the effect that Buchwaldoboletus species have on wood decay. Our analysis supports the hypothesis that the Chalciporus lineage is sister to all other Boletaceae but suggests that Buchwaldoboletus is not monophyletic. Confrontation experiments on agar suggest that Buchwaldoboletus species might parasitize a wide range of decay fungi. Buchwaldoboletus hemichrysus and B. sphaerocephalus produce abundant conidia in culture whereas the more distantly related B. lignicola produces sclerotia. Wood decay assays show that Buchwaldoboletus species did not have a significant effect on the decay caused by wood decay fungi. Interestingly, when B. lignicola or B. hemichrysus were inoculated alone on wood both species decayed wood, producing a brown rot that can cause 35–65\% mass loss over 6 months. Our results suggest that Buchwaldoboletus species have a dual trophic mode as saprobes and mycoparasites.",1,0,0.5243114829063416,0.47568848729133606,3,biobert,True,3
"Most Boletaceae form ectomycorrhizas but species in two sister groups (subfamily Chalciporoideae and the genus Pseudoboletus) have unclear trophic modes and are putatively mycoparasitic. Chalciporoideae is the earliest diverging lineage in Boletaceae and includes Chalciporus and Buchwaldoboletus. Buchwaldoboletus species fruit on wood and were thought to be saprobes, but the type species Buchwaldoboletus lignicola is mycoparasitic on the wood decay fungus Phaeolus schweinitzii. However, the nutritional mode and host range of B. lignicola and other Buchwaldoboletus remain unclear. We obtained fresh collections and axenic cultures of B. lignicola, B. hemichrysus and B. sphaerocephalus from the southeastern USA. We use cultures to examine the phylogenetic relationships among taxa in Chalciporoideae, elucidate the trophic mode of Buchwaldoboletus species and test the effect that Buchwaldoboletus species have on wood decay. Our analysis supports the hypothesis that the Chalciporus lineage is sister to all other Boletaceae but suggests that Buchwaldoboletus is not monophyletic. Confrontation experiments on agar suggest that Buchwaldoboletus species might parasitize a wide range of decay fungi. Buchwaldoboletus hemichrysus and B. sphaerocephalus produce abundant conidia in culture whereas the more distantly related B. lignicola produces sclerotia. Wood decay assays show that Buchwaldoboletus species did not have a significant effect on the decay caused by wood decay fungi. Interestingly, when B. lignicola or B. hemichrysus were inoculated alone on wood both species decayed wood, producing a brown rot that can cause 35–65\% mass loss over 6 months. Our results suggest that Buchwaldoboletus species have a dual trophic mode as saprobes and mycoparasites.",1,0,0.6250550150871277,0.3749450147151947,3,biodivbert,True,3
"A new genus, Acidomelania, is described based on molecular phylogenetic analyses and ecological and morphological characters. Isolated from switchgrass roots in acidic and oligotrophic New Jersey pine barrens in this study, Acidomelania likely has a global distribution because its internal transcribed spacer (ITS) sequence has high similarity with a number of GenBank sequences resulted from various ecological studies. Apparently these samples all were from roots of plants that lived in acidic, nutrient-poor environments. Phylogenetic analyses based on ITS, LSU and ACT sequence data strongly supported the fact that Acidomelania isolates formed a monophyletic clade in Helotiales, distinct from any known taxa. Phylogenetically Acidomelania is closely related to Loramyces, Mollisia and Phialocephala fortinii, Acephala applanata species complex (PAC), the dark septate endophytes. Acidomelania also can be distinguished from Loramyces and Mollisia by its association with living grass roots. While taxa in PAC also are root endophytes, they have more complex phialid arrangement than Acidomelania. Results from this work will facilitate ecological and evolutionary studies on root-associated fungi.",0,1,0.4827629327774048,0.5172370672225952,3,bert-base-uncased,True,2
"A new genus, Acidomelania, is described based on molecular phylogenetic analyses and ecological and morphological characters. Isolated from switchgrass roots in acidic and oligotrophic New Jersey pine barrens in this study, Acidomelania likely has a global distribution because its internal transcribed spacer (ITS) sequence has high similarity with a number of GenBank sequences resulted from various ecological studies. Apparently these samples all were from roots of plants that lived in acidic, nutrient-poor environments. Phylogenetic analyses based on ITS, LSU and ACT sequence data strongly supported the fact that Acidomelania isolates formed a monophyletic clade in Helotiales, distinct from any known taxa. Phylogenetically Acidomelania is closely related to Loramyces, Mollisia and Phialocephala fortinii, Acephala applanata species complex (PAC), the dark septate endophytes. Acidomelania also can be distinguished from Loramyces and Mollisia by its association with living grass roots. While taxa in PAC also are root endophytes, they have more complex phialid arrangement than Acidomelania. Results from this work will facilitate ecological and evolutionary studies on root-associated fungi.",0,1,0.31326064467430115,0.6867393851280212,3,bert-base-cased,True,2
"Over the past 10 years evidence has increased that Phytophthora species are common in estuarine and coastal environments. These findings made it seem possible that Phytophthora spp. might also be present in mangrove habitats of the Philippines. In this manuscript P. insolita, an oospore-producing Phytophthora species devoid of antheridia, is reported as an additional member of estuarine oomycetes and reported from the Philippines for the first time. The Philippine strain, P insolita H3YB, was isolated from a fallen senescent mangrove leaf in Hinigaran, Negros Occidental, Philippines. The morphology of H3YB and its phylogenetic placement agreed with its identification as P. insolita. Further targeted studies into the ecology of Phytophthora species in mangroves might shed light on the ecological role of these species in the mangrove ecosystem.",0,1,0.2316346317529678,0.7683654427528381,0,bert-base-uncased,True,2
"Over the past 10 years evidence has increased that Phytophthora species are common in estuarine and coastal environments. These findings made it seem possible that Phytophthora spp. might also be present in mangrove habitats of the Philippines. In this manuscript P. insolita, an oospore-producing Phytophthora species devoid of antheridia, is reported as an additional member of estuarine oomycetes and reported from the Philippines for the first time. The Philippine strain, P insolita H3YB, was isolated from a fallen senescent mangrove leaf in Hinigaran, Negros Occidental, Philippines. The morphology of H3YB and its phylogenetic placement agreed with its identification as P. insolita. Further targeted studies into the ecology of Phytophthora species in mangroves might shed light on the ecological role of these species in the mangrove ecosystem.",0,1,0.22840139269828796,0.7715986371040344,0,biodivbert,True,2
"ABSTRACT Cladobotryum dendroides (= Dactylium dendroides ) has hitherto been regarded as the major causal agent of cobweb disease of the cultivated mushroom, Agaricus bisporus . Nucleotide sequence data for the internal transcribed spacer (ITS) regions of four Cladobotryum/Hypomyces species reported to be associated with cobweb disease, however, indicate that the most common pathogen is now C. mycophilum . This cobweb pathogen varies somewhat in conidial septation from published descriptions of C. mycophilum and lacks the distinctive colony odor. ITS sequencing revealed minor nucleotide variation which split isolates of the pathogen into three subgroups, two comprising isolates that were sensitive to methylbenzimidazole carbamate (MBC) fungicides and one comprising MBC-resistant isolates. The MBC-resistant isolates, which were only obtained from Ireland and Great Britain, clustered together strongly in randomly amplified polymorphic DNA (RAPD) PCR analysis, suggesting that they may be clonal. The MBC-sensitive isolates were more diverse. A RAPD fragment of 800 to 900 bp, containing a microsatellite and found in the MBC-resistant isolates, also indicated their clonal nature; the microsatellites of these isolates contained the same number of GA repeats. Smaller, polymorphic microsatellites, similarly comprising GA repeats, in the MBC-sensitive isolates in general correlated with their geographic origin.",0,1,0.24216924607753754,0.757830798625946,2,biodivbert,True,1
"Activities of carboxylation enzymes were analyzed in the mycelium of the mycorrhizal fungus Amanita muscaria (L. ex Fr.) Hooker, in non‐mycorrhizal short roots of Norway spruce ( Picea abies [L.] Karst.) and in myconhizas of these two partners. While pyruvale carboxylase (PC, EC 6.4.1.1) and phosphoenolpyruvate carboxykinase activities (PEPCK.EC 4.1.1.49) could be detected in the mycelium of A. muscaria , phosphoenolpyruvate carboxyknase (PEPC, EC 4.1.1.31) was only active in root tissue. In A. muscaria , PC activity was generally low (around 10 nmol mg −t protein min − ) but PEPCK activity was above 250 nmol mg −1 protein min −1 . Mycorrhizal development on short roots decreased PEPC activity by more than 75\%, although dilution by the fungal biomass in mycorrhizas was only 35\%. This reduction in activity was paralleled by a decreased content of PEPC protein. By means of micro‐analytical methods it was shown that PEPC activity was lowest in the central zones of the mycorrhizas, Whereas PEPC activity was highest in the corresponding central sections in non‐mycorrhizal short roots. 14 CO 2 labelling, on the other hand, revealed that in vivo CO 2 fixation was higher in mycorrhizas compared to non‐mycorrhizal short roots. It is concluded that fungal carboxylases (probably PEPCK) are important for anaplerotic CO 2 fixation during nitrogen assimilation in mycorrhizas of Norway spruce.",0,1,0.06442909687757492,0.9355708360671997,1,bert-base-cased,True,1
